F;A;M;Z;element;J;decay mode;% branch;excitation energy [MeV];Q [MeV];T½;abundance;atomic mass [MeV];uncertain in mass [MeV];S;date;T½ [s]
;74;;33;As;2-;EC;66.00;0.0000;1.353;17.77 D 2;;-70.8590;0.0010;;200607;1.54E+06
;74;;33;As;2-;B-;34.00;0.0000;1.353;17.77 D 2;;-70.8590;0.0010;;200607;1.54E+06
;75;;33;As;3/2-;;;0.0000;0.000;STABLE;100%;-73.0330;0.0000;;199907;0.00E+00
;75;M;33;As;9/2+;IT;100.00;0.3039;0.304;17.62 MS 23;;-72.7291;0.0000;;199907;1.76E-02
;76;;33;As;2-;B-;100.00;0.0000;2.963;1.0942 D 7;;-72.2900;0.0000;;04un01;9.45E+04
;77;;33;As;3/2-;B-;100.00;0.0000;0.683;38.83 H 5;;-73.9160;0.0010;;199708;1.40E+05
!;77;M;33;As;9/2+;IT;100.00;0.4754;0.475;114.0 US 25;;-73.4406;0.0010;;199708;1.14E-04
F;78;;33;As;2-;B-;100.00;0.0000;4.209;90.7 M 2;;-72.8170;0.0090;;200910;5.44E+03
F;79;;33;As;3/2-;B-;100.00;0.0000;2.281;9.01 M 15;;-73.6360;0.0050;;200206;5.41E+02
!;79;M;33;As;(9/2)+;IT;100.00;0.7728;0.773;0.87 US 6;;-72.8632;0.0050;;200206;8.70E-07
F;80;;33;As;1+;B-;100.00;0.0000;5.601;15.2 S 2;;-72.1710;0.0150;;200508;1.52E+01
F;81;;33;As;3/2-;B-;100.00;0.0000;3.856;33.3 S 8;;-72.5330;0.0020;;200810;3.33E+01
F;82;;33;As;(2-);B-;100.00;0.0000;7.270;19.1 S 5;;-70.1030;0.0040;;04GA44;1.91E+01
;82;M;33;As;(5-);B-;100.00;0.1470;7.417;13.6 S 4;;-69.9560;0.0040;;04GA44;1.36E+01
F;83;;33;As;(5/2-,3/2-;B-;100.00;0.0000;5.460;13.4 S 3;;-69.6690;0.0020;;200105;1.34E+01
F;84;;33;As;(3-);B-;100.00;0.0000;9.870;4.2 S 5;;-65.8530;0.0030;;200910;4.20E+00
F;84;;33;As;(3-);BN;0.18;0.0000;1.188;4.2 S 5;;-65.8530;0.0030;;200910;4.20E+00
F;85;;33;As;(3/2-);B-;100.00;0.0000;9.105;2.021 S 10;;-63.1890;0.0030;;970421;2.02E+00
F;85;;33;As;(3/2-);BN;59.40;0.0000;4.558;2.021 S 10;;-63.1890;0.0030;;970421;2.02E+00
F;86;;33;As;;B-;100.00;0.0000;11.391;0.945 S 8;;-58.9620;0.0030;;201102;9.45E-01
F;86;;33;As;;BN;26.00;0.0000;5.207;0.945 S 8;;-58.9620;0.0030;;201102;9.45E-01
F;87;;33;As;(3/2-);B-;100.00;0.0000;10.599;0.56 S 8;;-55.6170;0.0020;;200205;5.60E-01
F;87;;33;As;(3/2-);BN;15.40;0.0000;6.486;0.56 S 8;;-55.6170;0.0020;;200205;5.60E-01
F;88;;33;As;;B-;100.00;0.0000;12.590;300 NS GT;;-50.8880;0.4010;S;200508;3.00E-07
F;89;;33;As;;B-;?;0.0000;12.054;300 NS GT;;-46.9380;0.5030;S;199811;3.00E-07
F;89;;33;As;;BN;?;0.0000;8.664;300 NS GT;;-46.9380;0.5030;S;199811;3.00E-07
;90;;33;As;;B-;;0.0000;14.475;300 NS GT;;-41.3300;0.5960;S;200906;3.00E-07
;90;;33;As;;BN;;0.0000;9.674;300 NS GT;;-41.3300;0.5960;S;200906;3.00E-07
;91;;33;As;;B-;;0.0000;13.479;150 NS GT;;-36.8960;0.5960;S;199902;1.50E-07
;92;;33;As;;B-;100.00;0.0000;15.724;;;-30.9810;0.6990;S;200101;0.00E+00
;64;;34;Se;0+;EC;100.00;0.0000;0.000;180 NS GT;;-26.9290;0.5030;S;200703;1.80E-07
;65;;34;Se;(3/2-);EC;100.00;0.0000;14.062;33 MS 4;;-32.9190;0.5960;S;11ROZZ;3.30E-02
;65;;34;Se;(3/2-);EP;100.00;0.0000;14.142;33 MS 4;;-32.9190;0.5960;S;11ROZZ;3.30E-02
;66;;34;Se;0+;;;;0.000;;;-41.7220;0.2980;S;;0.00E+00
;67;;34;Se;;EC;100.00;0.0000;10.157;136 MS 12;;-46.5800;0.0670;;200512;1.36E-01
;67;;34;Se;;EP;0.50;0.0000;7.845;136 MS 12;;-46.5800;0.0670;;200512;1.36E-01
;68;;34;Se;0+;EC;100.00;0.0000;4.684;35.5 S 7;;-54.1890;0.0000;;200211;3.55E+01
;69;;34;Se;(1/2-,3/2-;EC;100.00;0.0000;6.785;27.4 S 2;;-56.3000;0.0340;;200006;2.74E+01
;69;;34;Se;(1/2-,3/2-;EP;0.05;0.0000;3.389;27.4 S 2;;-56.3000;0.0340;;200006;2.74E+01
;70;;34;Se;0+;EC;100.00;0.0000;2.297;41.1 M 3;;-61.9290;0.0010;;200412;2.47E+03
;71;;34;Se;(5/2-);EC;100.00;0.0000;4.778;4.74 M 5;;-63.1460;0.0020;;201012;2.84E+02
;72;;34;Se;0+;EC;100.00;0.0000;0.335;8.40 D 8;;-67.8680;0.0010;;201002;7.26E+05
;73;;34;Se;9/2+;EC;100.00;0.0000;2.739;7.15 H 8;;-68.2270;0.0070;;200403;2.57E+04
;73;M;34;Se;3/2-;IT;72.60;0.0257;0.026;39.8 M 13;;-68.2013;0.0070;;200403;2.39E+03
;73;M;34;Se;3/2-;EC;27.40;0.0257;2.765;39.8 M 13;;-68.2013;0.0070;;200403;2.39E+03
;74;;34;Se;0+;;;0.0000;0.000;STABLE;0.89% 4;-72.2120;0.0000;;200607;0.00E+00
;75;;34;Se;5/2+;EC;100.00;0.0000;0.863;119.79 D 4;;-72.1690;0.0000;;199907;1.03E+07
;76;;34;Se;0+;;;0.0000;0.000;STABLE;9.37% 29;-75.2510;0.0000;;199503;0.00E+00
;77;;34;Se;1/2-;;;0.0000;0.000;STABLE;7.63% 16;-74.5990;0.0000;;199708;0.00E+00
;77;M;34;Se;7/2+;IT;100.00;0.1619;0.162;17.4 S 8;;-74.4371;0.0000;;09MU15;1.74E+01
;78;;34;Se;0+;;;0.0000;0.000;STABLE;23.77% 28;-77.0250;0.0000;;200910;0.00E+00
;79;;34;Se;7/2+;B-;100.00;0.0000;0.151;2.95E+5 Y 38;;-75.9170;0.0000;;200206;9.31E+12
;79;M;34;Se;1/2-;IT;99.94;0.0958;0.096;3.92 M 1;;-75.8212;0.0000;;200206;2.35E+02
;79;M;34;Se;1/2-;B-;0.06;0.0958;0.247;3.92 M 1;;-75.8212;0.0000;;200206;2.35E+02
F;80;;34;Se;0+;2B-;;0.0000;0.133;STABLE;49.61% 41;-77.7590;0.0010;;200508;0.00E+00
F;81;;34;Se;1/2-;B-;100.00;0.0000;1.585;18.45 M 12;;-76.3890;0.0010;;200810;1.11E+03
;81;M;34;Se;7/2+;IT;99.95;0.1030;0.103;57.28 M 2;;-76.2860;0.0010;;200810;3.44E+03
;81;M;34;Se;7/2+;B-;0.05;0.1030;1.688;57.28 M 2;;-76.2860;0.0010;;200810;3.44E+03
F;82;;34;Se;0+;;;0.0000;0.000;STABLE;8.73% 22;-77.5940;0.0010;;200305;0.00E+00
!;82;M;34;Se;(8+);IT;100.00;3.5185;3.519;6.6 NS 4;;-74.0755;0.0010;;200305;6.60E-09
F;83;;34;Se;9/2+;B-;100.00;0.0000;3.668;22.3 M 3;;-75.3400;0.0030;;200105;1.34E+03
;83;M;34;Se;1/2-;B-;100.00;0.2285;3.896;70.1 S 4;;-75.1115;0.0030;;200105;7.01E+01
F;84;;34;Se;0+;B-;100.00;0.0000;1.848;3.26 M 10;;-75.9470;0.0010;;200910;1.96E+02
F;85;;34;Se;(5/2+);B-;100.00;0.0000;6.182;32.9 S 3;;-72.4130;0.0020;;199704;3.29E+01
F;86;;34;Se;0+;B-;100.00;0.0000;5.099;14.3 S 3;;-70.5030;0.0020;;201102;1.43E+01
F;87;;34;Se;(5/2+);B-;100.00;0.0000;7.275;5.50 S 12;;-66.4260;0.0020;;200205;5.50E+00
F;87;;34;Se;(5/2+);BN;0.20;0.0000;0.986;5.50 S 12;;-66.4260;0.0020;;200205;5.50E+00
F;88;;34;Se;0+;B-;100.00;0.0000;6.854;1.53 S 6;;-63.8840;0.0030;;200809;1.53E+00
F;88;;34;Se;0+;BN;0.67;0.0000;1.907;1.53 S 6;;-63.8840;0.0030;;200809;1.53E+00
F;89;;34;Se;(5/2+);B-;100.00;0.0000;9.375;0.41 S 4;;-58.9920;0.0030;;199811;4.10E-01
F;89;;34;Se;(5/2+);BN;7.80;0.0000;3.464;0.41 S 4;;-58.9920;0.0030;;199811;4.10E-01
F;90;;34;Se;0+;B-;;0.0000;8.693;300 NS GT;;-55.9270;0.4010;S;200612;3.00E-07
F;90;;34;Se;0+;BN;;0.0000;4.573;300 NS GT;;-55.9270;0.4010;S;200612;3.00E-07
F;91;;34;Se;;B-;100.00;0.0000;11.170;0.27 S 5;;-50.3380;0.5030;S;199902;2.70E-01
F;91;;34;Se;;BN;21.00;0.0000;6.211;0.27 S 5;;-50.3380;0.5030;S;199902;2.70E-01
;92;;34;Se;0+;B-;100.00;0.0000;9.931;;;-46.7240;0.5960;S;200101;0.00E+00
;93;;34;Se;(1/2+);B-;100.00;0.0000;12.333;;;-40.7160;0.8010;S;201105;0.00E+00
;94;;34;Se;0+;B-;100.00;0.0000;11.001;150 NS GT;;-36.8030;0.8010;S;200609;1.50E-07
;95;;34;Se;;B-;?;0.0000;11.001;300 NS GT;;0.0000;0.0000;;10OH02;3.00E-07
;95;;34;Se;;BN;?;0.0000;11.001;300 NS GT;;0.0000;0.0000;;10OH02;3.00E-07
;95;;34;Se;;B2N;?;0.0000;11.001;300 NS GT;;0.0000;0.0000;;10OH02;3.00E-07
;67;;35;Br;;P;?;;1.635;;;-32.7980;0.5030;S;NUBASE;0.00E+00
;68;;35;Br;;P;?;0.0000;0.560;1.2 US LT;;-38.7310;0.3070;S;;1.20E-06
;69;;35;Br;;P;?;0.0000;0.450;24 NS LT;;-46.4500;0.1000;S;200006;2.40E-08
;70;;35;Br;0+;EC;100.00;0.0000;10.620;79.1 MS 8;;-51.4250;0.0140;;200412;7.91E-02
;70;M;35;Br;9+;EC;100.00;2.2923;12.912;2.2 S 2;;-49.1327;0.0140;;200412;2.20E+00
;71;;35;Br;(5/2)-;EC;100.00;0.0000;6.053;21.4 S 6;;-56.5020;0.0050;;201012;2.14E+01
;72;;35;Br;1+;EC;100.00;0.0000;8.879;78.6 S 24;;-59.0670;0.0060;;201002;7.86E+01
;72;M;35;Br;(3-);IT;100.00;0.1008;0.101;10.6 S 3;;-58.9662;0.0060;;201002;1.06E+01
;72;M;35;Br;(3-);EC;;0.1008;8.980;10.6 S 3;;-58.9662;0.0060;;201002;1.06E+01
;73;;35;Br;1/2-;EC;100.00;0.0000;4.589;3.4 M 2;;-63.6470;0.0070;;200403;2.04E+02
;74;;35;Br;(0-);EC;100.00;0.0000;6.907;25.4 M 3;;-65.2850;0.0060;;950531;1.52E+03
;74;M;35;Br;4(+);EC;100.00;0.0140;6.921;46 M 2;;-65.2710;0.0060;;950531;2.76E+03
;75;;35;Br;3/2-;EC;100.00;0.0000;3.030;96.7 M 13;;-69.1070;0.0040;;199907;5.80E+03
;76;;35;Br;1-;EC;100.00;0.0000;4.963;16.2 H 2;;-70.2880;0.0090;;199503;5.83E+04
;76;M;35;Br;(4)+;IT;> 99.40;0.1026;0.103;1.31 S 2;;-70.1854;0.0090;;199503;1.31E+00
;76;M;35;Br;(4)+;EC;<  0.60;0.1026;5.066;1.31 S 2;;-70.1854;0.0090;;199503;1.31E+00
;77;;35;Br;3/2-;EC;100.00;0.0000;1.365;57.036 H 6;;-73.2340;0.0020;;199708;2.05E+05
;77;M;35;Br;9/2+;IT;100.00;0.1059;0.106;4.28 M 10;;-73.1281;0.0020;;199708;2.57E+02
;78;;35;Br;1+;EC;# 99.99;0.0000;0.727;6.45 M 4;;-73.4520;0.0030;;200910;3.87E+02
;78;;35;Br;1+;B-;&  0.01;0.0000;0.727;6.45 M 4;;-73.4520;0.0030;;200910;3.87E+02
!;78;M;35;Br;(4+);IT;100.00;0.1809;0.181;119.4 US 10;;-73.2711;0.0030;;200910;1.19E-04
;79;;35;Br;3/2-;;;0.0000;0.000;STABLE;50.69% 7;-76.0680;0.0010;;200206;0.00E+00
;79;M;35;Br;9/2+;IT;100.00;0.2076;0.208;5.1 S 4;;-75.8604;0.0010;;09MU15;5.10E+00
;80;;35;Br;1+;B-;91.70;0.0000;2.003;17.68 M 2;;-75.8890;0.0010;;200508;1.06E+03
;80;;35;Br;1+;EC;8.30;0.0000;2.003;17.68 M 2;;-75.8890;0.0010;;200508;1.06E+03
;80;M;35;Br;5-;IT;100.00;0.0858;0.086;4.4205 H 8;;-75.8032;0.0010;;200508;1.59E+04
;81;;35;Br;3/2-;;;0.0000;0.000;STABLE;49.31% 7;-77.9750;0.0010;;200810;0.00E+00
;82;;35;Br;5-;B-;100.00;0.0000;3.093;35.282 H 7;;-77.4970;0.0010;;200305;1.27E+05
;82;M;35;Br;2-;IT;97.60;0.0459;0.046;6.13 M 5;;-77.4511;0.0010;;200305;3.68E+02
;82;M;35;Br;2-;B-;2.40;0.0459;3.139;6.13 M 5;;-77.4511;0.0010;;200305;3.68E+02
F;83;;35;Br;3/2-;B-;100.00;0.0000;0.973;2.40 H 2;;-79.0060;0.0050;;200105;8.64E+03
F;84;;35;Br;2-;B-;100.00;0.0000;4.632;31.76 M 8;;-77.7890;0.0300;;200910;1.91E+03
;84;M;35;Br;(6)-;B-;100.00;0.3200;4.952;6.0 M 2;;-77.4690;0.0300;;200910;3.60E+02
F;85;;35;Br;3/2-;B-;100.00;0.0000;2.870;2.90 M 6;;-78.5750;0.0030;;WORK11;1.74E+02
F;86;;35;Br;(1-);B-;100.00;0.0000;7.626;55.1 S 4;;-75.6320;0.0030;;201102;5.51E+01
F;87;;35;Br;3/2-;B-;100.00;0.0000;6.852;55.65 S 13;;-73.8910;0.0030;;200205;5.57E+01
F;87;;35;Br;3/2-;BN;2.60;0.0000;1.337;55.65 S 13;;-73.8910;0.0030;;200205;5.57E+01
F;88;;35;Br;(2-);B-;100.00;0.0000;8.960;16.29 S 6;;-70.7150;0.0030;;200508;1.63E+01
F;88;;35;Br;(2-);BN;6.58;0.0000;1.906;16.29 S 6;;-70.7150;0.0030;;200508;1.63E+01
!;88;M;35;Br;(4-,5-);IT;100.00;0.2701;0.270;5.3 US 4;;-70.4449;0.0030;;200508;5.30E-06
F;89;;35;Br;(3/2-,5/2-;B-;100.00;0.0000;8.155;4.40 S 3;;-68.2740;0.0030;;199811;4.40E+00
F;89;;35;Br;(3/2-,5/2-;BN;13.80;0.0000;3.049;4.40 S 3;;-68.2740;0.0030;;199811;4.40E+00
F;90;;35;Br;;B-;100.00;0.0000;10.350;1.91 S 1;;-64.0000;0.0030;;980107;1.91E+00
F;90;;35;Br;;BN;25.20;0.0000;4.035;1.91 S 1;;-64.0000;0.0030;;980107;1.91E+00
F;91;;35;Br;;B-;100.00;0.0000;9.802;0.541 S 5;;-61.1070;0.0030;;199902;5.41E-01
F;91;;35;Br;;BN;20.00;0.0000;5.390;0.541 S 5;;-61.1070;0.0030;;199902;5.41E-01
F;92;;35;Br;(2-);B-;100.00;0.0000;12.205;0.343 S 15;;-56.2320;0.0060;;200101;3.43E-01
F;92;;35;Br;(2-);BN;33.10;0.0000;6.659;0.343 S 15;;-56.2320;0.0060;;200101;3.43E-01
!;92;M;35;Br;;IT;;0.0000;0.000;500 NS LT5;;-56.2320;0.0060;;09FO05;5.00E-07
F;93;;35;Br;(5/2-);B-;100.00;0.0000;10.969;102 MS 10;;-52.8530;0.1960;S;201105;1.02E-01
F;93;;35;Br;(5/2-);BN;68.00;0.0000;7.665;102 MS 10;;-52.8530;0.1960;S;201105;1.02E-01
F;94;;35;Br;;B-;100.00;0.0000;13.339;70 MS 20;;-47.5990;0.4010;S;200609;7.00E-02
F;94;;35;Br;;BN;68.00;0.0000;8.142;70 MS 20;;-47.5990;0.4010;S;200609;7.00E-02
;95;;35;Br;;B-;100.00;0.0000;12.137;150 NS GE;;-43.9010;0.5030;S;201010;1.50E-07
;95;;35;Br;;BN;34.00;0.0000;9.171;150 NS GE;;-43.9010;0.5030;S;201010;1.50E-07
;96;;35;Br;;B-;100.00;0.0000;14.401;150 NS GE;;-38.3500;0.5960;S;200810;1.50E-07
;96;;35;Br;;BN;27.60;0.0000;9.338;150 NS GE;;-38.3500;0.5960;S;200810;1.50E-07
;97;;35;Br;;B-;;0.0000;13.264;300 NS GT;;-34.5120;0.8010;S;201004;3.00E-07
;98;;35;Br;;B-;;0.0000;0.000;634 NS GT;;0.0000;0.0000;;201008;6.34E-07
;98;;35;Br;;BN;;0.0000;0.000;634 NS GT;;0.0000;0.0000;;201008;6.34E-07
;98;;35;Br;;B2N;;0.0000;0.000;634 NS GT;;0.0000;0.0000;;201008;6.34E-07
;69;;36;Kr;;EC;100.00;0.0000;14.041;32 MS 10;;-32.4350;0.4010;S;200006;3.20E-02
;70;;36;Kr;0+;EC;100.00;0.0000;9.750;52 MS 17;;-41.5600;0.3800;S;200412;5.20E-02
;70;;36;Kr;0+;EP;&  1.30;0.0000;7.336;52 MS 17;;-41.5600;0.3800;S;200412;5.20E-02
;71;;36;Kr;(5/2-);EC;100.00;0.0000;10.140;100 MS 3;;-46.3270;0.1280;;201012;1.00E-01
;71;;36;Kr;(5/2-);EP;2.10;0.0000;7.834;100 MS 3;;-46.3270;0.1280;;201012;1.00E-01
;72;;36;Kr;0+;EC;100.00;0.0000;5.074;17.1 S 2;;-53.9400;0.0080;;201002;1.71E+01
;72;;36;Kr;0+;EP;<1.0E-6;0.0000;1.886;17.1 S 2;;-53.9400;0.0080;;201002;1.71E+01
;73;;36;Kr;3/2-;EC;100.00;0.0000;7.077;27.3 S 10;;-56.5510;0.0060;;200403;2.73E+01
;73;;36;Kr;3/2-;EP;0.25;0.0000;4.054;27.3 S 10;;-56.5510;0.0060;;200403;2.73E+01
!;73;M;36;Kr;(9/2+);IT;100.00;0.4337;0.434;107 NS 10;;-56.1173;0.0060;;200403;1.07E-07
;74;;36;Kr;0+;EC;100.00;0.0000;2.975;11.50 M 11;;-62.3310;0.0020;;950531;6.90E+02
;75;;36;Kr;5/2+;EC;100.00;0.0000;4.815;4.29 M 17;;-64.3230;0.0080;;199907;2.57E+02
;76;;36;Kr;0+;EC;100.00;0.0000;1.275;14.8 H 1;;-69.0140;0.0040;;950315;5.33E+04
;77;;36;Kr;5/2+;EC;100.00;0.0000;3.065;74.4 M 6;;-70.1690;0.0010;;199708;4.46E+03
;78;;36;Kr;0+;2EC;;0.0000;0.000;1.5E+21 Y GE;0.355% 3;-74.1790;0.0000;;200910;4.73E+28
;79;;36;Kr;1/2-;EC;100.00;0.0000;1.626;35.04 H 10;;-74.4420;0.0030;;200206;1.26E+05
;79;M;36;Kr;7/2+;IT;100.00;0.1298;0.130;50 S 3;;-74.3122;0.0030;;200206;5.00E+01
;80;;36;Kr;0+;;;0.0000;0.000;STABLE;2.286% 10;-77.8920;0.0000;;200508;0.00E+00
;81;;36;Kr;7/2+;EC;100.00;0.0000;0.281;2.29E+5 Y 11;;-77.6940;0.0010;;200810;7.23E+12
;81;M;36;Kr;1/2-;IT;100.00;0.1906;0.191;13.10 S 3;;-77.5034;0.0010;;200810;1.31E+01
;81;M;36;Kr;1/2-;EC;2.5E-3;0.1906;0.472;13.10 S 3;;-77.5034;0.0010;;200810;1.31E+01
;82;;36;Kr;0+;;;0.0000;0.000;STABLE;11.593% 31;-80.5900;0.0000;;200305;0.00E+00
;83;;36;Kr;9/2+;;;0.0000;0.000;STABLE;11.500% 19;-79.9900;0.0000;;200105;0.00E+00
;83;M;36;Kr;1/2-;IT;100.00;0.0416;0.042;1.85 H 3;;-79.9484;0.0000;;10LI13;6.66E+03
F;84;;36;Kr;0+;;;0.0000;0.000;STABLE;56.987% 15;-82.4393;0.0000;;200910;0.00E+00
!;84;M;36;Kr;8+;IT;100.00;3.2361;3.236;1.83 US 4;;-79.2032;0.0000;;200910;1.83E-06
!;84;M;36;Kr;12+;IT;100.00;5.3734;5.373;43.7 NS 21;;-77.0659;0.0000;;200910;4.37E-08
F;85;;36;Kr;9/2+;B-;100.00;0.0000;0.687;10.752 Y 25;;-81.4800;0.0020;;WORK11;3.39E+08
;85;M;36;Kr;1/2-;B-;78.60;0.3050;0.992;4.480 H 8;;-81.1750;0.0020;;WORK11;1.61E+04
;85;M;36;Kr;1/2-;IT;21.40;0.3050;0.305;4.480 H 8;;-81.1750;0.0020;;WORK11;1.61E+04
F;86;;36;Kr;0+;;;0.0000;0.000;STABLE;17.279% 41;-83.2657;0.0000;;200112;0.00E+00
F;87;;36;Kr;5/2+;B-;100.00;0.0000;3.888;76.3 M 5;;-80.7090;0.0000;;200205;4.58E+03
F;88;;36;Kr;0+;B-;100.00;0.0000;2.917;2.84 H 3;;-79.6910;0.0020;;200508;1.02E+04
F;89;;36;Kr;3/2(+);B-;100.00;0.0000;4.986;3.15 M 4;;-76.5350;0.0020;;199811;1.89E+02
F;90;;36;Kr;0+;B-;100.00;0.0000;4.392;32.32 S 9;;-74.9590;0.0010;;980107;3.23E+01
F;91;;36;Kr;5/2(+);B-;100.00;0.0000;6.435;8.57 S 4;;-70.9730;0.0020;;200102;8.57E+00
F;92;;36;Kr;0+;B-;100.00;0.0000;5.987;1.840 S 8;;-68.7690;0.0020;;200402;1.84E+00
F;92;;36;Kr;0+;BN;0.03;0.0000;0.889;1.840 S 8;;-68.7690;0.0020;;200402;1.84E+00
F;93;;36;Kr;1/2+;B-;100.00;0.0000;8.600;1.286 S 10;;-64.1350;0.0020;;201105;1.29E+00
F;93;;36;Kr;1/2+;BN;1.95;0.0000;2.683;1.286 S 10;;-64.1350;0.0020;;201105;1.29E+00
F;94;;36;Kr;0+;B-;100.00;0.0000;7.410;212 MS 5;;-61.3470;0.0120;;201106;2.12E-01
F;94;;36;Kr;0+;BN;1.11;0.0000;3.403;212 MS 5;;-61.3470;0.0120;;201106;2.12E-01
F;95;;36;Kr;1/2(+);B-;100.00;0.0000;9.815;0.114 S 3;;-56.1580;0.0180;;201010;1.14E-01
F;95;;36;Kr;1/2(+);BN;2.87;0.0000;4.443;0.114 S 3;;-56.1580;0.0180;;201010;1.14E-01
!;95;M;36;Kr;(7/2+);IT;100.00;0.1955;0.196;1.4 US 2;;-55.9625;0.0180;;201010;1.40E-06
F;96;;36;Kr;0+;B-;100.00;0.0000;8.195;80 MS 6;;-53.0790;0.0200;;200810;8.00E-02
F;96;;36;Kr;0+;BN;3.70;0.0000;4.753;80 MS 6;;-53.0790;0.0200;;200810;8.00E-02
;97;;36;Kr;(3/2+);B-;100.00;0.0000;10.440;63 MS 4;;-47.4230;0.1300;;201004;6.30E-02
;97;;36;Kr;(3/2+);BN;6.70;0.0000;5.237;63 MS 4;;-47.4230;0.1300;;201004;6.30E-02
F;98;;36;Kr;0+;B-;100.00;0.0000;9.426;46 MS 8;;-44.4600;0.5030;S;03BE05;4.60E-02
F;98;;36;Kr;0+;BN;7.00;0.0000;5.489;46 MS 8;;-44.4600;0.5030;S;03BE05;4.60E-02
;99;;36;Kr;;B-;100.00;0.0000;11.384;13 MS +34-6;;-38.7590;0.5030;S;201103;1.30E-02
;99;;36;Kr;;BN;11.00;0.0000;6.655;13 MS +34-6;;-38.7590;0.5030;S;201103;1.30E-02
;100;;36;Kr;0+;B-;100.00;0.0000;10.498;7 MS +11-3;;-35.1640;0.5030;S;201102;7.00E-03
;100;;36;Kr;0+;BN;;0.0000;6.610;7 MS +11-3;;-35.1640;0.5030;S;201102;7.00E-03
;101;;36;Kr;;B-;;0.0000;0.000;635 NS GT;;0.0000;0.0000;;201008;6.35E-07
;101;;36;Kr;;BN;;0.0000;0.000;635 NS GT;;0.0000;0.0000;;201008;6.35E-07
;101;;36;Kr;;B2N;;0.0000;0.000;635 NS GT;;0.0000;0.0000;;201008;6.35E-07
;71;;37;Rb;;P;?;;2.083;;;-32.3040;0.5030;S;;0.00E+00
;72;;37;Rb;(3+);P;?;0.0000;1.518;1.2 US LT;;-38.1170;0.5030;S;199712;1.20E-06
;73;;37;Rb;;EC;?;0.0000;10.500;30 NS LT;;-46.0820;0.1000;S;200403;3.00E-08
;73;;37;Rb;;P;>  0.00;0.0000;0.600;30 NS LT;;-46.0820;0.1000;S;200403;3.00E-08
;74;;37;Rb;(0+);EC;100.00;0.0000;10.414;64.9 MS 5;;-51.9160;0.0030;;950531;6.49E-02
;75;;37;Rb;(3/2-);EC;100.00;0.0000;7.102;19.0 S 12;;-57.2180;0.0010;;199907;1.90E+01
;76;;37;Rb;1(-);EC;100.00;0.0000;8.534;36.5 S 6;;-60.4780;0.0010;;950315;3.65E+01
;76;;37;Rb;1(-);EA;3.8E-7;0.0000;4.989;36.5 S 6;;-60.4780;0.0010;;950315;3.65E+01
;77;;37;Rb;3/2-;EC;100.00;0.0000;5.345;3.77 M 4;;-64.8300;0.0010;;199708;2.26E+02
;78;;37;Rb;0(+);EC;100.00;0.0000;7.243;17.66 M 3;;-66.9360;0.0070;;200910;1.06E+03
;78;M;37;Rb;4(-);EC;91.00;0.1112;7.354;5.74 M 3;;-66.8248;0.0070;;200910;3.44E+02
;78;M;37;Rb;4(-);IT;9.00;0.1112;0.111;5.74 M 3;;-66.8248;0.0070;;200910;3.44E+02
;79;;37;Rb;5/2+;EC;100.00;0.0000;3.639;22.9 M 5;;-70.8020;0.0020;;200206;1.37E+03
;80;;37;Rb;1+;EC;100.00;0.0000;5.720;33.4 S 7;;-72.1750;0.0010;;200508;3.34E+01
;81;;37;Rb;3/2-;EC;100.00;0.0000;2.239;4.572 H 4;;-75.4560;0.0040;;200810;1.65E+04
;81;M;37;Rb;9/2+;IT;97.60;0.0863;0.086;30.5 M 3;;-75.3697;0.0040;;200810;1.83E+03
;81;M;37;Rb;9/2+;EC;2.40;0.0863;2.325;30.5 M 3;;-75.3697;0.0040;;200810;1.83E+03
;82;;37;Rb;1+;EC;100.00;0.0000;4.401;1.2575 M 2;;-76.1870;0.0030;;200305;7.55E+01
;82;M;37;Rb;5-;EC;100.00;0.0690;4.470;6.472 H 6;;-76.1180;0.0030;;200305;2.33E+04
;82;M;37;Rb;5-;IT;<  0.33;0.0690;0.069;6.472 H 6;;-76.1180;0.0030;;200305;2.33E+04
;83;;37;Rb;5/2-;EC;100.00;0.0000;0.907;86.2 D 1;;-79.0700;0.0020;;200105;7.45E+06
;84;;37;Rb;2-;EC;96.10;0.0000;0.894;32.82 D 7;;-79.7560;0.0020;;200910;2.84E+06
;84;;37;Rb;2-;B-;3.90;0.0000;0.894;32.82 D 7;;-79.7560;0.0020;;200910;2.84E+06
;84;M;37;Rb;6-;IT;100.00;0.4636;0.464;20.26 M 4;;-79.2924;0.0020;;200910;1.22E+03
F;85;;37;Rb;5/2-;;;0.0000;0.000;STABLE;72.17% 2;-82.1673;0.0000;;WORK11;0.00E+00
;86;;37;Rb;2-;B-;99.99;0.0000;1.777;18.642 D 18;;-82.7470;0.0000;;200112;1.61E+06
;86;;37;Rb;2-;EC;5.2E-3;0.0000;0.519;18.642 D 18;;-82.7470;0.0000;;200112;1.61E+06
;86;M;37;Rb;6-;IT;100.00;0.5561;0.556;1.017 M 3;;-82.1909;0.0000;;200112;6.10E+01
;86;M;37;Rb;6-;B-;<  0.30;0.5561;2.333;1.017 M 3;;-82.1909;0.0000;;200112;6.10E+01
F;87;;37;Rb;3/2-;B-;100.00;0.0000;0.283;4.81E+10 Y 9;27.83% 2;-84.5970;0.0000;;200205;1.52E+18
